Discharger,Discharger_Name,Street,City,State,Zip,latitude,longitude
P210007137,CREEKSIDE VILLA,696 MONTEREY BLVD,SAN FRANCISCO,CA,94127,37.731549,-122.450886
P207005211,Monterey Pizza,599 MONTEREY BLVD,SAN FRANCISCO,CA,94127,37.731542,-122.448805
P207004737,Ocean Taqueria (Ocean Av),1941 OCEAN AVE,SAN FRANCISCO,CA,94127,37.725599,-122.463161
P207004760,Pho Ha Tien,1900 OCEAN AVE,SAN FRANCISCO,CA,94127,37.725317,-122.462342
P204000810,Nico's Tacos,1310 GRANT AVE,SAN FRANCISCO,CA,94133,37.798969,-122.407219
P204000872,Tony's Pizza,1570 STOCKTON ST,SAN FRANCISCO,CA,94133,37.800129,-122.409098
P204000468,Yuet Lee Restaurant,1300 STOCKTON ST,SAN FRANCISCO,CA,94133,37.797698,-122.408598
P204000807,Mo's Grill - Grant,1322 GRANT AVE,SAN FRANCISCO,CA,94133,37.799056,-122.407238
P204000806,MONA LISA Restaurant,353 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.798445,-122.407507
P208006496,Taqueria El Zorro,308 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.797974,-122.406751
P208006141,VIVA Pizza RESTAURANT,318 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.798028,-122.406837
P204000454,SUN SANG  Market,1205 STOCKTON ST,SAN FRANCISCO,CA,94133,37.796818,-122.40844
P204000463,"Wali Bakery & Cafe, Inc.",1249 STOCKTON ST,SAN FRANCISCO,CA,94133,37.797234,-122.408532
P208006335,Yummy BBQ Restaurant,683 BROADWAY,SAN FRANCISCO,CA,94133,37.797699,-122.408211
P204000467,You's Dim Sum Restaurant (Broadway St),675 BROADWAY,SAN FRANCISCO,CA,94133,37.797712,-122.408108
P204000461,V.I.P. Coffee & Cake House,671 BROADWAY,SAN FRANCISCO,CA,94133,37.797718,-122.408056
P204000406,NOODLE Bar & Grill,631 BROADWAY,SAN FRANCISCO,CA,94133,37.797782,-122.407541
P208006174,MARIO'S STEAK & CHOP HOUSE,2512 CLEMENT ST,SAN FRANCISCO,CA,94121,37.781968,-122.486167
P212008406,Orexi,243 WEST PORTAL AVE,SAN FRANCISCO,CA,94127,37.738458,-122.468487
P212008119,Park Tavern,1652 STOCKTON ST,SAN FRANCISCO,CA,94133,37.801085,-122.409291
P212008118,Cafe Divine,1600 STOCKTON ST,SAN FRANCISCO,CA,94133,37.800536,-122.40918
P211007922,Alimento,507 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.799618,-122.409173
P211007912,Colosseo Ristornate,414 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.798893,-122.408128
P212008328,Market & Rye (West Portal),68 WEST PORTAL AVE,SAN FRANCISCO,CA,94127,37.740134,-122.466553
P212008256,Whole Foods Stanyan,690 STANYAN BLVD,SAN FRANCISCO,CA,94117,37.769377,-122.453561
P211007808,La Boulange de Cole,1000 COLE ST,SAN FRANCISCO,CA,94117,37.764776,-122.449753
P211007954,Amal's Deli at New Light Market,1416 HAIGHT ST,SAN FRANCISCO,CA,94117,37.770168,-122.445728
P210007515,Ragazza,311 DIVISADERO ST,SAN FRANCISCO,CA,94115,37.772377,-122.437275
P212008223,The Ice Cream Bar,815 COLE ST,SAN FRANCISCO,CA,94117,37.766513,-122.450117
